created_date,job_title,company,salary,address,time,link_description
12-11-2025,Lập trình viên Python Backend,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,21-12-2025,https://topdev.vn/detail-jobs/lap-trinh-vien-python-backend-cong-ty-co-phan-med-aid-2069393?src=topdev_home&medium=superhotjobs
12-11-2025,Full-stack Developer (Java/.NET/PHP - 3 yoe),Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,21-12-2025,https://topdev.vn/detail-jobs/full-stack-developer-java-net-php-3-yoe-allexceed-viet-nam-2069649?src=topdev_home&medium=superhotjobs
12-11-2025,Nhân viên Software Developer (Dev),Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,24-12-2025,https://topdev.vn/detail-jobs/nhan-vien-software-developer-dev-benh-vien-da-khoa-phuong-dong-chi-nhanh-cong-ty-tnhh-to-hop-y-te-phuong-dong-2069984?src=topdev_home&medium=superhotjobs
12-11-2025,Automotive System Verification Engineer,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,24-12-2025,https://topdev.vn/detail-jobs/automotive-system-verification-engineer-cong-ty-tnhh-yura-corporation-bac-ninh-chi-nhanh-ha-noi-2070080?src=topdev_home&medium=superhotjobs
12-11-2025,Chuyên Viên Hỗ Trợ Vận Hành Hệ Thống Oracle EBS,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,26-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-ho-tro-van-hanh-he-thong-oracle-ebs-cong-ty-co-phan-tap-doan-hoa-sen-2070897?src=topdev_home&medium=superhotjobs
12-11-2025,Viettel Thành phố Hồ Chí Minh - Nhân viên Giải pháp Công nghệ thông tin,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,28-12-2025,https://topdev.vn/detail-jobs/viettel-thanh-pho-ho-chi-minh-nhan-vien-giai-phap-cong-nghe-thong-tin-viettel-thanh-pho-ho-chi-minh-chi-nhanh-tap-doan-vien-thong-quan-doi-2071971?src=topdev_home&medium=superhotjobs
12-11-2025,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,28-12-2025,https://topdev.vn/detail-jobs/viettel-thanh-pho-ho-chi-minh-nhan-vien-giai-phap-cong-nghe-thong-tin-viettel-thanh-pho-ho-chi-minh-chi-nhanh-tap-doan-vien-thong-quan-doi-2071971?src=topdev_home&medium=superhotjobs
12-11-2025,Back-end Engineer (Python),CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,26-12-2025,https://topdev.vn/detail-jobs/back-end-engineer-python-cong-ty-tnhh-diaflow-2071021?src=topdev_home&medium=superhotjobs
12-11-2025,AI ENGINEER,CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,27-12-2025,https://topdev.vn/detail-jobs/ai-engineer-cong-ty-tnhh-phat-trien-cong-nghe-j317-2071668?src=topdev_home&medium=superhotjobs
12-11-2025,"BACK-END DEVELOPER (PYTHON, GO, NODE.JS)",CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,28-12-2025,https://topdev.vn/detail-jobs/back-end-developer-python-go-node-js-cong-ty-co-phan-vien-thong-fpt-fpt-telecom-2072149?src=topdev_home&medium=superhotjobs
12-11-2025,"(Middle/Senior) Software Engineer (C#, .NET, JavaScript)",CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,01-01-2026,https://topdev.vn/detail-jobs/middle-senior-software-engineer-c-net-javascript-cong-ty-tnhh-mitek-viet-nam-2073385?src=topdev_home&medium=superhotjobs
12-11-2025,TIGER TRIBE – MOBILE DEVELOPER INTERN,CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,03-01-2026,https://topdev.vn/detail-jobs/tiger-tribe-mobile-developer-intern-tiger-tribe-2074551?src=topdev_home&medium=superhotjobs
12-11-2025,Director thị trường Việt Nam (Crypto/FX),CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,03-01-2026,https://topdev.vn/detail-jobs/director-thi-truong-viet-nam-crypto-fx-cong-ty-tnhh-nexoai-2075021?src=topdev_home&medium=superhotjobs
12-11-2025,Backend Developer (Golang or Python),CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,04-01-2026,https://topdev.vn/detail-jobs/backend-developer-golang-or-python-cong-ty-tnhh-kway-vina-2075408?src=topdev_home&medium=superhotjobs
12-11-2025,Junior Front-End Web Developer,CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,10-01-2026,https://topdev.vn/detail-jobs/junior-front-end-web-developer-cong-ty-tnhh-chung-khoan-nh-viet-nam-nhsv-2077497?src=topdev_home&medium=superhotjobs
12-11-2025,[Sign-on Bonus] Project Manager (Japanese N2+),CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,10-01-2026,https://topdev.vn/detail-jobs/sign-on-bonus-project-manager-japanese-n2-nec-vietnam-2077511?src=topdev_home&medium=superhotjobs
12-11-2025,Business Analyst / Project Manager,CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,26-12-2025,https://topdev.vn/detail-jobs/business-analyst-project-manager-cong-ty-tnhh-diaflow-2071044?src=topdev_home&medium=superhotjobs
12-11-2025,Technical Service Engineer BD (Open to Freshers),CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,25-12-2025,https://topdev.vn/detail-jobs/technical-service-engineer-bd-open-to-freshers-konica-minolta-business-solutions-vietnam-2070859?src=topdev_home&medium=superhotjobs
12-11-2025,NHÂN VIÊN NHÂN SỰ (HR),CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,03-01-2026,https://topdev.vn/detail-jobs/nhan-vien-nhan-su-hr-cong-ty-tnhh-nexoai-2075019?src=topdev_home&medium=superhotjobs
12-11-2025,Chuyên viên tư vấn khách hàng (dịch vụ 1-1),CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,03-01-2026,https://topdev.vn/detail-jobs/chuyen-vien-tu-van-khach-hang-dich-vu-1-1-cong-ty-tnhh-nexoai-2075035?src=topdev_home&medium=superhotjobs
12-11-2025,Project Planner / Business Analyst / Project Coordinator,CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,04-01-2026,https://topdev.vn/detail-jobs/project-planner-business-analyst-project-coordinator-cong-ty-tnhh-kway-vina-2075415?src=topdev_home&medium=superhotjobs
12-11-2025,AI Architect/ Head of AI,CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,10-01-2026,https://topdev.vn/detail-jobs/ai-architect-head-of-ai-nec-vietnam-2077498?src=topdev_home&medium=superhotjobs
12-11-2025,Back-end Engineer (Python),CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,26-12-2025,https://topdev.vn/detail-jobs/back-end-engineer-python-cong-ty-tnhh-diaflow-2071021?src=topdev_home&medium=superhotjobs
12-11-2025,CÔNG TY TNHH DIAFLOW,CÔNG TY TNHH DIAFLOW,Thương lượng,Hồ Chí Minh,26-12-2025,https://topdev.vn/detail-jobs/back-end-engineer-python-cong-ty-tnhh-diaflow-2071021?src=topdev_home&medium=superhotjobs
12-12-2025,Junior Japanese Coordinator - Webtoon/ Điều Phối Webtoon Biết Tiếng Nhật,DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",11-01-2026,https://topdev.vn/detail-jobs/junior-japanese-coordinator-webtoon-dieu-phoi-webtoon-biet-tieng-nhat-daoukiwoom-innovation-2077616?src=topdev_home&medium=superhotjobs
12-12-2025,"MB Trainee - BackEnd Engineer (Intern, Fresher) - Khối Công nghệ thông tin (HOLT.09)",DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/mb-trainee-backend-engineer-intern-fresher-khoi-cong-nghe-thong-tin-holt-09-mbbank-2066615?src=topdev_home&medium=superhotjobs
12-12-2025,Fullstack Developer Senior - Khối Công Nghệ Thông Tin (HO25.412),DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/fullstack-developer-senior-khoi-cong-nghe-thong-tin-ho25-412-mbbank-2066628?src=topdev_home&medium=superhotjobs
12-12-2025,"MB Trainee - AI Engineer (Fresher, Intern)- Khối Công Nghệ Thông Tin (HOLT.14)",DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/mb-trainee-ai-engineer-fresher-intern-khoi-cong-nghe-thong-tin-holt-14-mbbank-2066631?src=topdev_home&medium=superhotjobs
12-12-2025,"Senior Mobile Developer - (Flutter, React Native) - Khối Công Nghệ Thông Tin (HO25.397)",DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/senior-mobile-developer-flutter-react-native-khoi-cong-nghe-thong-tin-ho25-397-mbbank-2066661?src=topdev_home&medium=superhotjobs
12-12-2025,Chuyên Viên Quản Trị Mạng Kết Nối - Network Administrator - Khối Công Nghệ Thông Tin (HO25.398),DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-quan-tri-mang-ket-noi-network-administrator-khoi-cong-nghe-thong-tin-ho25-398-mbbank-2066669?src=topdev_home&medium=superhotjobs
12-12-2025,TECHNICAL MANAGER,DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",14-12-2025,https://topdev.vn/detail-jobs/technical-manager-bright-software-solution-ltd-2066688?src=topdev_home&medium=superhotjobs
12-12-2025,AI Expert - Khối Công nghệ thông tin (HO25.487),DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",14-12-2025,https://topdev.vn/detail-jobs/ai-expert-khoi-cong-nghe-thong-tin-ho25-487-mbbank-2066906?src=topdev_home&medium=superhotjobs
12-12-2025,CHUYÊN VIÊN TƯ VẤN GIẢI PHÁP (BUSINESS ANALYST) - TT PHÁT TRIỂN ỨNG DỤNG - KHỐI CÔNG NGHỆ THÔNG TIN,DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",14-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-tu-van-giai-phap-business-analyst-tt-phat-trien-ung-dung-khoi-cong-nghe-thong-tin-ngan-hang-tmcp-sai-gon-thuong-tin-sacombank-2066926?src=topdev_home&medium=superhotjobs
12-12-2025,QA Leader - Mức lương upto 40M,DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",14-12-2025,https://topdev.vn/detail-jobs/qa-leader-muc-luong-upto-40m-cong-ty-co-phan-1office-2067227?src=topdev_home&medium=superhotjobs
12-12-2025,Chuyên viên Quản trị hệ thống - SYSTEM Engineer - Upto 35M,DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",14-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-quan-tri-he-thong-system-engineer-upto-35m-cong-ty-co-phan-1office-2067261?src=topdev_home&medium=superhotjobs
12-12-2025,Solution Architect (Java),DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",18-12-2025,https://topdev.vn/detail-jobs/solution-architect-java-ngan-hang-tmcp-an-binh-abbank-2067911?src=topdev_home&medium=superhotjobs
12-12-2025,Senior Data Product Owner (Life Insurance Project),DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",19-12-2025,https://topdev.vn/detail-jobs/senior-data-product-owner-life-insurance-project-techcombank-2068432?src=topdev_home&medium=superhotjobs
12-12-2025,[2025_CSANTT]_Chuyên viên Chính sách an ninh thông tin (Kiến trúc an ninh thông tin),DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",19-12-2025,https://topdev.vn/detail-jobs/2025-csantt-chuyen-vien-chinh-sach-an-ninh-thong-tin-kien-truc-an-ninh-thong-tin-vietcombank-2068549?src=topdev_home&medium=superhotjobs
12-12-2025,FE MANAGER (Hybrid),DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",20-12-2025,https://topdev.vn/detail-jobs/fe-manager-hybrid-cong-ty-tnhh-lnp-technologies-inc-2068829?src=topdev_home&medium=superhotjobs
12-12-2025,Junior Japanese Coordinator - Webtoon/ Điều Phối Webtoon Biết Tiếng Nhật,DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",11-01-2026,https://topdev.vn/detail-jobs/junior-japanese-coordinator-webtoon-dieu-phoi-webtoon-biet-tieng-nhat-daoukiwoom-innovation-2077616?src=topdev_home&medium=superhotjobs
12-12-2025,DaouKiwoom Innovation,DaouKiwoom Innovation,12.000.000 VND to 15.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",11-01-2026,https://topdev.vn/detail-jobs/junior-japanese-coordinator-webtoon-dieu-phoi-webtoon-biet-tieng-nhat-daoukiwoom-innovation-2077616?src=topdev_home&medium=superhotjobs
12-10-2025,Japanese Business Analyst (Hybrid),"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",20-12-2025,https://topdev.vn/detail-jobs/japanese-business-analyst-hybrid-cong-ty-tnhh-lnp-technologies-inc-2068839?src=topdev_home&medium=superhotjobs
12-10-2025,TIGER TRIBE – DEVOPS ENGINEER,"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",21-12-2025,https://topdev.vn/detail-jobs/tiger-tribe-devops-engineer-tiger-tribe-2069411?src=topdev_home&medium=superhotjobs
12-10-2025,Junior Developer Back-end,"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",21-12-2025,https://topdev.vn/detail-jobs/junior-developer-back-end-cong-ty-co-phan-hang-hai-vsico-2069729?src=topdev_home&medium=superhotjobs
12-10-2025,KỸ THUẬT VIÊN (TẠI TP BẮC NINH/ QUẾ VÕ/ THUẬN THÀNH/ LƯƠNG TÀI/TIÊN DU/TỪ SƠN),"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",24-12-2025,https://topdev.vn/detail-jobs/ky-thuat-vien-tai-tp-bac-ninh-que-vo-thuan-thanh-luong-tai-tien-du-tu-son-cong-ty-co-phan-vien-thong-fpt-chi-nhanh-bac-ninh-2070206?src=topdev_home&medium=superhotjobs
12-10-2025,"[Hưng Yên] Nhân Viên Phân Tích Dữ Liệu (IT, Powerbi,..) Công Ty Sản Xuất - Không Yêu Cầu Kinh Nghiệm","CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",24-12-2025,https://topdev.vn/detail-jobs/hung-yen-nhan-vien-phan-tich-du-lieu-it-powerbi-cong-ty-san-xuat-khong-yeu-cau-kinh-nghiem-cong-ty-tnhh-mektec-manufacturing-viet-nam-2070506?src=topdev_home&medium=superhotjobs
12-10-2025,BRIDGE SYSTEM ENGINEER (BRSE),"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",25-12-2025,https://topdev.vn/detail-jobs/bridge-system-engineer-brse-cube-system-vietnam-co-ltd-2070783?src=topdev_home&medium=superhotjobs
12-10-2025,Chief Technology Officer (CTO),"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",26-12-2025,https://topdev.vn/detail-jobs/chief-technology-officer-cto-cong-ty-co-phan-tap-doan-apec-group-2070918?src=topdev_home&medium=superhotjobs
12-10-2025,Bridge Project Manager (BPM),"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",27-12-2025,https://topdev.vn/detail-jobs/bridge-project-manager-bpm-vitalify-asia-cong-ty-tnhh-vitalify-a-chau-2071386?src=topdev_home&medium=superhotjobs
12-10-2025,Nhân Viên Kiểm Đếm Kho,"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",27-12-2025,https://topdev.vn/detail-jobs/nhan-vien-kiem-dem-kho-cong-ty-tnhh-yusen-logistics-viet-nam-2071529?src=topdev_home&medium=superhotjobs
12-10-2025,ERP Developer (D365 FO),"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",27-12-2025,https://topdev.vn/detail-jobs/erp-developer-d365-fo-ila-vietnam-2071559?src=topdev_home&medium=superhotjobs
12-10-2025,Parttime IT Server Manager,"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",07-01-2026,https://topdev.vn/detail-jobs/parttime-it-server-manager-icem-2075804?src=topdev_home&medium=superhotjobs
12-10-2025,Chuyên Viên Lập Trình ERP,"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",08-01-2026,https://topdev.vn/detail-jobs/chuyen-vien-lap-trinh-erp-cong-ty-co-phan-tap-doan-an-phat-holdings-2076689?src=topdev_home&medium=superhotjobs
12-10-2025,Business Analyst,"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",09-01-2026,https://topdev.vn/detail-jobs/business-analyst-cong-ty-tnhh-capgemini-viet-nam-2077190?src=topdev_home&medium=superhotjobs
12-10-2025,Website Master,"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",09-01-2026,https://topdev.vn/detail-jobs/website-master-cty-tnhh-mtv-truyen-thong-hung-thinh-2077203?src=topdev_home&medium=superhotjobs
12-10-2025,Sr/ Jr Software Developers (Back End – Golang / Java),"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",09-01-2026,https://topdev.vn/detail-jobs/sr-jr-software-developers-back-end-golang-java-sgh-asia-2077204?src=topdev_home&medium=superhotjobs
12-10-2025,Japanese Business Analyst (Hybrid),"CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",20-12-2025,https://topdev.vn/detail-jobs/japanese-business-analyst-hybrid-cong-ty-tnhh-lnp-technologies-inc-2068839?src=topdev_home&medium=superhotjobs
12-10-2025,"CÔNG TY TNHH LNP TECHNOLOGIES, INC","CÔNG TY TNHH LNP TECHNOLOGIES, INC",Negotiable,"Quận 1, Hồ Chí Minh",20-12-2025,https://topdev.vn/detail-jobs/japanese-business-analyst-hybrid-cong-ty-tnhh-lnp-technologies-inc-2068839?src=topdev_home&medium=superhotjobs
12-12-2025,Nhân viên chế bản - Webtoon/ Manga - Full-time,DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",11-01-2026,https://topdev.vn/detail-jobs/nhan-vien-che-ban-webtoon-manga-full-time-daoukiwoom-innovation-2077604?src=topdev_home&medium=superhotjobs
12-12-2025,Webtoon Colorist - Họa sĩ tô màu - Full-time,DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",11-01-2026,https://topdev.vn/detail-jobs/webtoon-colorist-hoa-si-to-mau-full-time-daoukiwoom-innovation-2077610?src=topdev_home&medium=superhotjobs
12-12-2025,Senior Sales Executive,DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",11-01-2026,https://topdev.vn/detail-jobs/senior-sales-executive-daoukiwoom-innovation-2077876?src=topdev_home&medium=superhotjobs
12-12-2025,Chuyên gia/Chuyên gia cao cấp Quản lý đối tác nội bộ và danh mục,DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",11-01-2026,https://topdev.vn/detail-jobs/chuyen-gia-chuyen-gia-cao-cap-quan-ly-doi-tac-noi-bo-va-danh-muc-ngan-hang-tmcp-an-binh-abbank-2077947?src=topdev_home&medium=superhotjobs
12-12-2025,AI Expert - Khối Công Nghệ Thông Tin (HO25.412),DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/ai-expert-khoi-cong-nghe-thong-tin-ho25-412-mbbank-2066620?src=topdev_home&medium=superhotjobs
12-12-2025,Chuyên viên Cao cấp Kiến trúc Giải pháp Dữ liệu - Data Architect - Khối Dữ liệu (HO25.425),DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-cao-cap-kien-truc-giai-phap-du-lieu-data-architect-khoi-du-lieu-ho25-425-mbbank-2066642?src=topdev_home&medium=superhotjobs
12-12-2025,Chuyên Viên Cao Cấp Khoa Học Dữ Liệu - Data Scientist - Khối Dữ Liệu (HO25.422),DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-cao-cap-khoa-hoc-du-lieu-data-scientist-khoi-du-lieu-ho25-422-mbbank-2066645?src=topdev_home&medium=superhotjobs
12-12-2025,Chuyên Viên Kiểm Thử Phần Mềm - Manual Tester - Khối Công Nghệ Thông Tin (HO25.418),DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-kiem-thu-phan-mem-manual-tester-khoi-cong-nghe-thong-tin-ho25-418-mbbank-2066652?src=topdev_home&medium=superhotjobs
12-12-2025,"[Middle, Senior] Fullstack Developer - Khối Công Nghệ Thông Tin (HOLT.12)",DaouKiwoom Innovation,8.000.000 VND to 12.000.000 VND,"Quận Bình Thạnh, Hồ Chí Minh",13-12-2025,https://topdev.vn/detail-jobs/middle-senior-fullstack-developer-khoi-cong-nghe-thong-tin-holt-12-mbbank-2066657?src=topdev_home&medium=superhotjobs
